MUNICIPIO;NATUREZA DO FATO;ARMA UTILIZADA;SEXO;IDADE;DATA
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2019-12-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2019-12-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-12-20
URUBURETAMA;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;40;2019-12-21
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);OUTROS;M;62;2019-12-21
LIMOEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-12-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-12-21
JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2019-12-21
LIMOEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-12-21
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;64;2019-12-21
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-12-21
PACOTI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2019-12-21
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;45;2019-12-21
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-12-21
CASCAVEL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-12-21
PACAJUS;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;31;2019-12-21
NOVA RUSSAS;HOMICIDIO DOLOSO;ARMA BRANCA;M;27;2019-12-22
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-12-22
QUIXERE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-12-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-12-22
MORADA NOVA;HOMICIDIO DOLOSO;OUTROS;M;51;2019-12-22
MASSAPÊ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-12-22
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;F;15;2019-12-22
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;M;28;2019-12-22
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2019-12-22
INDEPENDÊNCIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;41;2019-12-23
PACATUBA;HOMICIDIO DOLOSO;OUTROS;M;;2019-12-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-12-23
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-12-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2019-12-23
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-12-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-12-23
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2019-12-24
GRANJEIRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2019-12-24
PACATUBA;HOMICIDIO DOLOSO;ARMA BRANCA;M;54;2019-12-24
ITAPIPOCA;FEMINICIDIO;ARMA BRANCA;F;23;2019-12-24
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2019-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;43;2019-12-24
PARAMBU;HOMICIDIO DOLOSO;ARMA BRANCA;F;35;2019-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2019-12-25
BARBALHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2019-12-25
PARAMBU;HOMICIDIO DOLOSO;ARMA BRANCA;M;43;2019-12-25
MILHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-12-25
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;49;2019-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2019-12-25
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;37;2019-12-26
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-12-26
MAURITI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;51;2019-12-26
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-12-26
MILHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-12-26
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-12-26
FORTALEZA;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;55;2019-12-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2019-12-26
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-12-26
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2019-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2019-12-27
TABULEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2019-12-27
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-12-27
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-12-27
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2019-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-12-27
IBICUITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;49;2019-12-28
MISSAO VELHA;FEMINICIDIO;OUTROS;F;42;2019-12-28
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-12-28
IRAUCUBA;HOMICIDIO DOLOSO;OUTROS;M;37;2019-12-29
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2019-12-29
MARACANAU;HOMICIDIO DOLOSO;OUTROS;F;;2019-12-29
SALITRE;HOMICIDIO DOLOSO;ARMA BRANCA;M;35;2019-12-29
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-12-29
SANTA QUITERIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-12-29
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;F;;2019-12-30
ICAPUI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-12-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-12-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-12-30
FORQUILHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-12-31
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2019-12-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-12-31
BARBALHA;HOMICIDIO DOLOSO;ARMA BRANCA;M;29;2019-03-01
COREAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2019-03-01
SOBRAL;HOMICIDIO DOLOSO;OUTROS;M;29;2019-03-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;18;2019-03-01
SANTA QUITERIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2019-03-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2019-03-01
MARACANAU;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;37;2019-03-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2019-03-02
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-02
MARACANAU;HOMICIDIO DOLOSO;ARMA BRANCA;M;37;2019-03-02
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;56;2019-03-02
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2019-03-03
ITAPIUNA;HOMICIDIO DOLOSO;OUTROS;M;;2019-03-03
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2019-03-03
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-03
JARDIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;30;2019-03-03
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-03-03
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;F;21;2019-03-03
ITAPIPOCA;HOMICIDIO DOLOSO;OUTROS;F;68;2019-03-03
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;35;2019-03-03
FORTALEZA;LESAO CORPORAL SEGUIDA DE MORTE;ARMA DE FOGO;M;40;2019-03-03
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;29;2019-03-03
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;23;2019-03-04
PARACURU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;37;2019-03-04
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-04
BARBALHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-04
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2019-03-04
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;F;21;2019-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;60;2019-03-04
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2019-03-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-04
BELA CRUZ;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;18;2019-03-05
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;M;15;2019-03-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-03-05
MILHA;HOMICIDIO DOLOSO;ARMA BRANCA;M;66;2019-03-05
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;28;2019-03-05
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2019-03-05
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-05
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-03-06
AMONTADA;HOMICIDIO DOLOSO;ARMA BRANCA;M;27;2019-03-06
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;26;2019-03-06
MASSAPÊ;HOMICIDIO DOLOSO;ARMA DE FOGO;F;40;2019-03-06
VARJOTA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-03-06
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2019-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2019-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2019-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-03-07
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2019-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-07
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;60;2019-03-07
PEDRA BRANCA;HOMICIDIO DOLOSO;OUTROS;M;61;2019-03-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2019-03-07
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-03-07
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-08
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-08
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;21;2019-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-08
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2019-03-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-09
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-09
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2019-03-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;25;2019-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-09
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA BRANCA;M;33;2019-03-09
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-03-09
JIJOCA DE JERICOACOARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2019-03-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-03-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-10
ARACOIABA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;48;2019-03-10
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-03-10
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;64;2019-03-10
ITAPIPOCA;FEMINICIDIO;ARMA BRANCA;F;50;2019-03-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;36;2019-03-10
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2019-03-11
PACOTI;HOMICIDIO DOLOSO;OUTROS;M;24;2019-03-11
CAMOCIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;49;2019-03-11
IBIAPINA;HOMICIDIO DOLOSO;OUTROS;M;47;2019-03-11
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-03-12
CASCAVEL;HOMICIDIO DOLOSO;ARMA BRANCA;M;55;2019-03-12
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-12
PORANGA;HOMICIDIO DOLOSO;ARMA BRANCA;M;58;2019-03-12
RERIUTABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-12
MARACANAU;HOMICIDIO DOLOSO;OUTROS;M;17;2019-03-13
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2019-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-15
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-03-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-15
SAO JOAO DO JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2019-03-15
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2019-03-15
MAURITI;HOMICIDIO DOLOSO;ARMA BRANCA;M;49;2019-03-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2019-03-16
BELA CRUZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2019-03-16
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA BRANCA;M;40;2019-03-16
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;32;2019-03-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;40;2019-03-17
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-03-17
CAUCAIA;HOMICIDIO DOLOSO;OUTROS;M;24;2019-03-17
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;73;2019-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;59;2019-03-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-03-18
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2019-03-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-18
MARANGUAPE;HOMICIDIO DOLOSO;ARMA BRANCA;M;42;2019-03-18
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-03-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-03-18
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-03-18
PACAJUS;HOMICIDIO DOLOSO;ARMA BRANCA;F;37;2019-03-18
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-03-18
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-03-19
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-03-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-03-19
OROS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-03-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-20
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-03-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2019-03-21
TABULEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2019-03-21
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-21
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2019-03-21
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-22
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-22
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-03-22
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2019-03-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2019-03-22
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-22
ARACOIABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-03-22
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-22
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-03-22
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2019-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;68;2019-03-23
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;70;2019-03-23
UBAJARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2019-03-23
CASCAVEL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-03-23
PACATUBA;HOMICIDIO DOLOSO;OUTROS;M;23;2019-03-23
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2019-03-23
CASCAVEL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2019-03-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-03-24
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2019-03-24
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-24
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2019-03-24
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2019-03-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-03-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2019-03-25
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;F;22;2019-03-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-03-25
GUARACIABA DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2019-03-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-26
TIANGUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;73;2019-03-26
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2019-03-26
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;31;2019-03-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;54;2019-03-27
CHORO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-03-27
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-28
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-03-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;36;2019-03-29
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-03-29
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2019-03-29
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;OUTROS;M;;2019-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2019-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;51;2019-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2019-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2019-03-29
QUIXELÔ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2019-03-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-29
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-03-29
IPUEIRAS;HOMICIDIO DOLOSO;ARMA BRANCA;M;37;2019-03-30
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-03-30
FORTALEZA;FEMINICIDIO;ARMA DE FOGO;F;31;2019-03-30
CARIDADE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2019-03-30
CHORO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2019-03-30
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2019-03-30
NOVA JAGUARIBARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-03-31
PARACURU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-03-31
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;17;2019-03-31
CARIDADE;HOMICIDIO DOLOSO;OUTROS;M;49;2019-03-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2019-01-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2019-01-01
ACARAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-01-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2019-01-01
NOVA OLINDA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-01-01
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2019-01-01
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-01-01
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;23;2019-01-01
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2019-01-02
FORTALEZA;HOMICIDIO DOLOSO;OUTROS;M;21;2019-01-02
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;F;21;2019-01-02
TURURU;HOMICIDIO DOLOSO;OUTROS;M;21;2019-01-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-01-02
QUIXERE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;56;2019-01-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2019-01-02
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-01-03
QUITERIANOPOLIS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2019-01-03
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-01-03
FORQUILHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-01-03
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2019-01-03
MOMBACA;LESAO CORPORAL SEGUIDA DE MORTE;ARMA DE FOGO;M;68;2019-01-03
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2019-01-03
AQUIRAZ;LESAO CORPORAL SEGUIDA DE MORTE;ARMA BRANCA;M;26;2019-01-03
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-01-03
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-01-03
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;F;49;2019-01-03
INDEPENDÊNCIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-01-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-01-04
ARACOIABA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;33;2019-01-04
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2019-01-04
SOBRAL;HOMICIDIO DOLOSO;ARMA BRANCA;M;24;2019-01-04
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-01-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;32;2019-01-04
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-01-04
PINDORETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2019-01-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2019-01-04
SANTA QUITERIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-01-04
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2019-01-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2019-01-04
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-01-04
